Search_ID,Case_Name,Citation,Year,Exclusion_Reason,First_Pass_Likely_Case_Type
westlaw_100_full_text_items_for_appendectomy5_0034,"Peggy J. JONES, Plaintiff,
v.
Michael J. ASTRUE, Commissioner of Social Security, Defendant.",2008 WL 4378444,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy5_0035,"Declined to Extend by Little v. Astrue, D.Me., October 27, 2010",585 F.2d 1137,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy5_0036,Makenzie B. Pauly et al. v. Stanford Health Care,2019 WL 1756540,2019,No clinically meaningful appendicitis or appendectomy complication documented; case focuses on EMTALA and procedural claims rather than surgical injury.; Is_Malpractice_Case=NO; Harm=NO,postop_management
westlaw_100_full_text_items_for_appendectomy5_0038,"Carlos Emilio MARROQUIN FLORES, Petitioner,
v.
William BARR, et al., Respondents.",2020 WL 9396239,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy5_0039,"Distinguished by Speakers of Sport, Inc. v. ProServ, Inc., 7th Cir.(Ill.), May 13, 1999",168 F.3d 1020,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy5_0040,"Pasquale DEBLASIO, Appellant,
v.
Robert L. WILKIE, Secretary of Veterans Affairs, Appellee.",2020 WL 5200733,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy5_0041,"Geoffrey Dewitt FOSTER, Plaintiff,
v.
Frank BISIGNANO,1 Commissioner of the Social Security Administration, Defendant.",2025 WL 1577601,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy5_0042,"Anthony M. WATERS, Appellant,
v.
Eric K. SHINSEKI, Secretary of Veterans Affairs, Appellee.",2010 WL 1932480,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy5_0043,"Opinion Superseded by Gopan v. Shinseki, Vet.App., July 31, 2009",2009 WL 2358708,2026,Is_Malpractice_Case=UNKNOWN; Appendicitis_Index=UNKNOWN; Harm=UNKNOWN,unclear
westlaw_100_full_text_items_for_appendectomy5_0044,"COMMISSIONER OF INTERNAL REVENUE, Petitioner,
v.
Sally L. BILDER, etc.",82 S.Ct. 881,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy5_0045,"Remanded by Basile, S.p.A. v. Basile, D.C.Cir., March 20, 1990",1988 WL 93110,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy5_0046,"STEPHEN M.,
v.
COMMISSIONER, SOCIAL SECURITY",2019 WL 764027,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy5_0047,"Vicki L. CALHOUN, Plaintiff,
v.
Carolyn W. COLVIN, Acting Commissioner of Social Security, Defendant.",2013 WL 2127275,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy5_0048,"Pauline E. HARRIS, Appellant,
v.
Eric K. SHINSEKI, Secretary of Veterans Affairs, Appellee.",2013 WL 1901332,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy5_0049,"Joel L. GOPAN, Appellant,
v.
Eric K. SHINSEKI, Secretary of Veterans Affairs, Appellee.",2009 WL 2358707,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy5_0050,"Ron L. LACKS, Personal Representative of the Estate of Henrietta Lacks, Plaintiff,
v.
ULTRAGENYX PHARMACEUTICAL, INC., Defendant.",734 F.Supp.3d 397,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy5_0051,"Helen MCLAUGHLIN
v.
BAYER ESSURE, INC., et al.",2020 WL 1625549,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy5_0052,"May L. HAYES, Appellant,
v.
John W. GARDNER, Secretary of Health, Education and Welfare, Appellee.",376 F.2d 517,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,payment_dispute
westlaw_100_full_text_items_for_appendectomy5_0053,"Artis H. WARREN, Plaintiff,
v.
Patricia Roberts HARRIS, etc., Defendant.",507 F.Supp. 217,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy5_0054,"Distinguished by Green v. Shalala, N.D.Tex., April 18, 1994",738 F.2d 641,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy5_0055,"Anita C. SALTERS, Plaintiff,
v.
AMERICAN FAMILY CARE, INC., Defendant.",2014 WL 12684045,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy5_0056,"Alina DERKACH, as administrator and legal representative of Estate of E.E.D., Petitioner,
v.
SECRETARY OF HEALTH AND HUMAN SERVICES, Respondent.",2025 WL 1171716,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy5_0057,"Marvin S. MARTIN, Petitioner,
v.
ALABAMA BY–PRODUCTS CORP., Employer–Respondent,",864 F.2d 1555,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy5_0058,"Dain C. AKIN, Plaintiff
v.
UNIMERICA INSURANCE COMPANY, Defendant.",2010 WL 5157181,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,payment_dispute
westlaw_100_full_text_items_for_appendectomy5_0059,"Betty B. COOK and Dewey D. Cook, Plaintiffs,
v.
PRINCIPAL MUTUAL LIFE INSURANCE COMPANY (formerly The Bankers Life Company of Des Moines, Iowa), Defendant.",784 F.Supp. 1513,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,payment_dispute
westlaw_100_full_text_items_for_appendectomy5_0060,"Catherine TROUTT, by her next friend and mother, Eloise MILLSPAUGH, Movant,
v.
DALKON SHIELD CLAIMANTS TRUST, Respondent.",197 B.R. 519,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy5_0061,"Judgment Reversed by Roe v. Norton, 2nd Cir.(Conn.), July 31, 1975",380 F.Supp. 726,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,payment_dispute
westlaw_100_full_text_items_for_appendectomy5_0062,"Jeffrey Harrison v. Jamie VanderMolin, et al.",2024 WL 4604053,2024,Not a medical malpractice case; claims are under Eighth Amendment deliberate indifference.; Is_Malpractice_Case=NO; Harm=NO,delayed_diagnosis
westlaw_100_full_text_items_for_appendectomy5_0063,"UNITED STATES of America, Plaintiff,
v.
Tony Leroy CLEVELAND, Defendant.",2023 WL 4560825,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy5_0064,,417 B.R. 102,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy5_0065,"Scott ABERNATHY, Plaintiff(s),
v.
VALLEY MEDICAL CENTER, Defendant(s).",2006 WL 3754792,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy5_0066,"Sheila LEWIS, Individually and on behalf of a class of Persons similarly situated, Plaintiff,
v.
SCOTBILT HOMES, INC., and State Office of Insurance and Safety Fire Commissioner, Defendants.",2011 WL 13217810,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy5_0067,"Terry STEWARD, Plaintiff,
v.
UNITED STATES of America, Defendants.",2004 WL 7336839,2026,Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy5_0068,"Terry STEWARD, Plaintiff,
v.
UNITED STATES of America, Defendants.",2004 WL 7336838,2026,Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy5_0069,"William SNYDER, Plaintiff,
v.
Cindy LAW, P.A., CNYPC; Dr. Young Chu, Psychiatrist, CNYPC, Defendants.",2010 WL 5572768,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy5_0070,"Certiorari Granted in Part by Hatcher v. Valcarcel, U.S.Pa., November 16, 1992",969 F.2d 34,2026,Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy5_0071,"Christopher Bernard FULLER, Sr., Plaintiff,
v.
BROWARD COUNTY MASS TRANSIT (OFFICE OF TRANSPORTATION) and Amalgamated Transit Union Local 1267, Defendants.",2009 WL 112958,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy5_0072,"Bianca AMPARO, Plaintiff,
v.
COMMISSIONER OF SOCIAL SECURITY, Defendant.",2019 WL 6463982,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy5_0073,"Sebastian DiMEGLIO, Plaintiff,
v.
BRIDGESTONE/FIRESTONE AMERICAS HOLDING INC., Defendant.",517 F.Supp.2d 639,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy5_0074,"John DOE, Medical Doctor, Doctor of Philosophy, Plaintiff—Appellant,
v.
UNITED STATES DEPARTMENT OF HEALTH AND HUMAN SERVICES, Defendant—Appellee.",2024 WL 4719612,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy5_0075,"Lawrence JACKSON
v.
UNITED STATES of America.",182 F.Supp. 907,2026,Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy5_0076,"Derek Ferdano BAILEY, Plaintiff,
v.
Carolyn W. COLVIN, Acting Commissioner of Social Security Administration, Defendant.",2014 WL 5488401,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy5_0077,"Lacey REECE, Plaintiff–Appellant
v.
Carolyn W. COLVIN, Acting Commissioner of Social Security, Defendant–Appellee",834 F.3d 904,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy5_0078,"Frieda M. MARTIN, Appellant,
v.
Denis MCDONOUGH, Secretary of Veterans Affairs, Appellee.",2021 WL 4928534,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy5_0079,"Donald P. SCHINGS, Appellant,
v.
Eric K. SHINSEKI, Secretary of Veterans Affairs, Appellee.",2013 WL 203429,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy5_0080,"Carol G. MEAD, Appellant,
v.
Eric K. SHINSEKI, Secretary of Veterans Affairs, Appellee.",2012 WL 603968,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy5_0081,"Appeal Filed by Myles Powell, et al v. Seton Hall University, et al, 3rd Cir., August 28, 2025",2025 WL 2206298,2026,Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy5_0084,"Charles MULRY, Leonard Polonsky, Irvin Fishman, Lawrence Lee, Carmen Yuppa and Robert Barrett, Appellants,
v.
William DRIVER, Administrator of the Veterans Administration, et al., Appellees.",366 F.2d 544,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy5_0085,"Jennie PALIWODA, Appellant,
v.
Jesse BROWN, Secretary of Veterans Affairs, Appellee.",15 Vet.App. 130,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy5_0086,"EDWIN M. BAYLY
v.
THE UNITED STATES",99 Ct.Cl. 598,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy5_0087,"Noemi RODRIGUEZ, Plaintiff,
v.
Carolyn W. COLVIN, Acting Commissioner of Social Security, Defendant.",2015 WL 438672,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy5_0088,"Rebeca GARZA, Plaintiff,
v.
Carolyn W. COLVIN, Acting Commissioner of Social Security, Defendant.",2015 WL 4656496,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy5_0089,"Opinion Amended and Superseded by Gonzales v. Barnhart, D.N.M., May 1, 2003",2003 WL 27385223,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy5_0090,"Ann M. GONZALES, Plaintiff,
v.
Jo Anne B. BARNHART, Commissioner of the Social Security Administration, Defendant.",2003 WL 27385239,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy5_0091,"Salahudin MAJEED, Appellant,
v.
R. James NICHOLSON, Secretary of Veterans Affairs, Appellee.",19 Vet.App. 525,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,payment_dispute
westlaw_100_full_text_items_for_appendectomy5_0092,"Leonard W. HOUSTON, Appellant,
v.
Denis MCDONOUGH, Secretary of Veterans Affairs, Appellee.",2024 WL 360727,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy5_0093,"Gale E. BROWN, Appellant,
v.
David J. SHULKIN, M.D., Secretary of Veterans Affairs, Appellee.",2017 WL 3499014,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy5_0094,Cedrick Lee Pollard v. Joe Blue et al.,2009 WL 3160355,2009,No clinically meaningful appendicitis or appendectomy harm; claim is constitutional rather than traditional malpractice.; Is_Malpractice_Case=NO; Harm=NO,delayed_diagnosis
westlaw_100_full_text_items_for_appendectomy5_0095,"Report and Recommendation Adopted by Ramirez-Carlo v. U.S., D.Puerto Rico, January 13, 2006",2005 WL 3705470,2026,Is_Malpractice_Case=UNKNOWN; Appendicitis_Index=UNKNOWN; Harm=UNKNOWN,unclear
westlaw_100_full_text_items_for_appendectomy5_0096,"Harold B. CLEMENTS, Appellant,
v.
Eric K. SHINSEKI, Secretary of Veterans Affairs, Appellee.",2009 WL 550155,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy5_0097,"Betty A. THOMAS
v.
BOWEN.",1988 WL 252010,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy5_0099,"Distinguished by Shenandoah Life Ins. Co. v. Smallwood, S.C.App., January 23, 2013",254 F.2d 30,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,payment_dispute
westlaw_100_full_text_items_for_appendectomy6_0000,"Distinguished by Hyman v. Life Ins. Co. of North America, 5th Cir.(Fla.), July 19, 1973",453 F.2d 218,1973,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy6_0001,"Antoine PERKINS, Plaintiff,
v.
Robert JOSLYN and Laura Kinder, Defendants.",2011 WL 6955717,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy6_0002,"Simeon R. CHANDLER, Plaintiff,
v.
Anthony J. CELEBREZZE, Secretary of Health, Education and Welfare, Defendant.",225 F.Supp. 1001,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy6_0003,"Sheila J. DAVIS, Plaintiff
v.
Michael J. ASTRUE, Commissioner, Social Security Administration, Defendant.",2012 WL 5902401,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy6_0004,"Robert WARD, Plaintiff,
v.
Carolyn W. COLVIN, Commissioner of Social Security, Defendant.",2015 WL 224633,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy6_0005,"Jerome BOYNTON, Petitioner,
v.
SECRETARY, FLORIDA DEPARTMENT OF CORRECTIONS, et. al., Respondents.",2019 WL 1773198,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy6_0006,"Levert J. JONES, Plaintiff,
v.
Donald GAETZ, Christine Brown, and Vipin Shah, Defendants.",2017 WL 1132560,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,postop_management
westlaw_100_full_text_items_for_appendectomy6_0007,"BELLAK
v.
UNITED HOME LIFE INS. CO.",211 F.2d 280,2026,Is_Malpractice_Case=UNKNOWN; Appendicitis_Index=UNKNOWN; Harm=UNKNOWN,unclear
westlaw_100_full_text_items_for_appendectomy6_0008,"Distinguished by Meumann v. Peerless Idemnity Insurance Company, D.Colo., July 15, 2020",2018 WL 9869734,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,payment_dispute
westlaw_100_full_text_items_for_appendectomy6_0009,,89 F.R.D. 75,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy6_0010,"Virginia M. McDONALD, Appellant,
v.
R. James NICHOLSON, Secretary of Veterans Affairs, Appellee.",2010 WL 2978782,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy6_0011,"Report and Recommendation Adopted in Part, Rejected in Part by Lawson v. Commissioner of Social Security Administration, D.Ariz., March 9, 2026",2025 WL 4690371,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy6_0012,,115 F.2d 492,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy6_0013,"Roya BEHNAM, Plaintiff,
v.
FOUNDATION RADIOLOGY GROUP, P.C. & Derek R. Armfield, M.d., Defendants.",2025 WL 3554623,2026,Appendicitis_Index=NO; Harm=NO,delayed_diagnosis
westlaw_100_full_text_items_for_appendectomy6_0014,"ROBERT M. ROSE and DORIS D. ROSE, Petitioners
v.
COMMISSIONER OF INTERNAL REVENUE, Respondent",,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy6_0015,"JERRY M. HYDE, Petitioner
v.
COMMISSIONER OF INTERNAL REVENUE, Respondent",,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy6_0016,"Order Amended and Superseded on Reconsideration by Welga v. Peake, Vet.App., May 21, 2008",2008 WL 4963429,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy6_0018,"Dovie STEWART o/b/o Daniel Stewart, deceased, Plaintif
v.
Carolyn W. COLVIN, Commissioner Social Security Administration, Defendant.",2013 WL 3328772,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy6_0019,"Magdalene M. SMOOT and Ryan M. Smoot, Plaintiffs–Appellants,
v.
MAZDA MOTORS OF AMERICA, INC. and Tokio Marine and Fire Insurance Company, Ltd., Defendants–Appellees.",469 F.3d 675,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy6_0020,"Garland K. WILKINSON, Appellant,
v.
Denis MCDONOUGH, Secretary of Veterans Affairs, Appellee.",2022 WL 14444313,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy6_0021,"Peter VASI, Appellant,
v.
Robert A. McDONALD, Secretary of Veterans Affairs, Appellee.",2015 WL 1037712,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy6_0022,"Richard ESTRELLO, Appellant,
v.
David J. SHULKIN, M.D., Secretary of Veterans Affairs, Appellee.",2017 WL 4570644,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy6_0023,"Douglas L. HEDLEY, Appellant,
v.
Robert L. WILKIE, Secretary of Veterans Affairs, Appellee.",2020 WL 7753269,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy6_0024,"Harold DAYE, Appellant,
v.
R. James NICHOLSON, Secretary of Veterans Affairs, Appellee.",20 Vet.App. 512,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy6_0025,"Bobbie F. BRIDGES, Appellant,
v.
John W. GARDNER, Secretary of Health, Education and Welfare, Appellee.",368 F.2d 86,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
